Reading Airport file from airports.txt
There were 5740 Airports with IATA code
Reading Routes file from routes.txt
There were 68292 valid routes
There were 528 invalid routes

The epsilon is 1e-15 
The damping factor is 0.85 
The maximum number of iterations is 1000 

IATA	PageRank	Name
NGE 	0.00005469	Ngaoundere, Cameroon
KKJ 	0.00005468	New Kitakyushu, Japan
TSJ 	0.00005463	Tsushima, Japan
PIX 	0.00005461	Pico, Portugal
JRH 	0.00005452	Jorhat, India
JKL 	0.00005450	Kalymnos Island, Greece
KLR 	0.00005445	Kalmar, Sweden
CIZ 	0.00005444	Coari Airport, Brazil
ILG 	0.00005443	New Castle, United States
FRO 	0.00005443	Floro, Norway
WGA 	0.00005442	Wagga Wagga, Australia
NBS 	0.00005435	Changbaishan Airport, China
JSH 	0.00005430	Sitia, Greece
KEJ 	0.00005428	Kemerovo, Russia
OBO 	0.00005424	Obihiro, Japan
SFG 	0.00005419	Grand Case, Guadeloupe
PIU 	0.00005412	Capitan Fap Guillermo Concha Iberico, Peru
CIK 	0.00005402	Chalkyitsik Airport, United States
FKS 	0.00005400	Fukushima Airport, Japan
TCB 	0.00005388	Treasure Cay, Bahamas
TFI 	0.00005377	Tufi Airport, Papua New Guinea
UBP 	0.00005375	Ubon Ratchathani, Thailand
HUW 	0.00005364	Humaita Airport, Brazil
ERF 	0.00005360	Erfurt, Germany
CEN 	0.00005356	Ciudad Obregon Intl, Mexico
MXL 	0.00005356	General Rodolfo Sanchez Taboada Intl, Mexico
STD 	0.00005355	Mayor Buenaventura Vivas, Venezuela
FUT 	0.00005354	Pointe Vele Airport, Wallis and Futuna
SWF 	0.00005344	Stewart Intl, United States
KZO 	0.00005338	Kzyl-Orda, Kazakhstan
PIS 	0.00005337	Biard, France
PMF 	0.00005331	Parma, Italy
SLP 	0.00005328	Ponciano Arriaga Intl, Mexico
BEJ 	0.00005320	Barau(Kalimaru) Airport, Indonesia
VXC 	0.00005318	Lichinga, Mozambique
RTW 	0.00005317	Central, Russia
VAA 	0.00005315	Vaasa, Finland
YYB 	0.00005313	North Bay, Canada
KTT 	0.00005311	Kittila, Finland
OPU 	0.00005310	Balimo Airport, Papua New Guinea
ELD 	0.00005299	South Arkansas Rgnl At Goodwin Fld, United States
HOT 	0.00005299	Memorial Field, United States
RMP 	0.00005297	Rampart Airport, United States
CEM 	0.00005297	Central Airport, United States
HKB 	0.00005297	Healy River Airport, United States
MLY 	0.00005297	Manley Hot Springs Airport, United States
BLJ 	0.00005290	Batna Airport, Algeria
HLH 	0.00005290	Ulanhot Airport, China
NOJ 	0.00005272	Noyabrsk, Russia
EYK 	0.00005262	Beloyarsky, Russia
YGP 	0.00005255	Gaspe, Canada
FUN 	0.00005251	Funafuti International, Tuvalu
VBV 	0.00005251	Vanua Balavu Airport, Fiji
LKB 	0.00005251	Lakeba Island Airport, Fiji
ICI 	0.00005251	Cicia Airport, Fiji
KWJ 	0.00005247	Gwangju, South Korea
RSD 	0.00005246	Rock Sound, Bahamas
LDE 	0.00005245	Lourdes, France
PXO 	0.00005239	Porto Santo, Portugal
YFC 	0.00005237	Fredericton, Canada
MOL 	0.00005234	Aro, Norway
GIS 	0.00005234	Gisborne, New Zealand
WRE 	0.00005234	Whangarei, New Zealand
ZVK 	0.00005232	Savannakhet, Laos
ACX 	0.00005231	Xingyi Airport, China
WVB 	0.00005228	Walvis Bay Airport, Namibia
MGW 	0.00005222	Morgantown Muni Walter L Bill Hart Fld, United States
TKP 	0.00005220	Takapoto, French Polynesia
IVC 	0.00005206	Invercargill, New Zealand
GNY 	0.00005204	Sanliurfa GAP, Turkey
COQ 	0.00005196	Choibalsan Airport, Mongolia
HME 	0.00005191	Oued Irara, Algeria
MTJ 	0.00005183	Montrose Regional Airport, United States
EGE 	0.00005183	Eagle Co Rgnl, United States
LBE 	0.00005182	Arnold Palmer Regional Airport, United States
DJG 	0.00005173	Tiska, Algeria
SSR 	0.00005171	Sara Airport, Vanuatu
WLH 	0.00005171	Walaha Airport, Vanuatu
GWD 	0.00005171	Gwadar, Pakistan
SBZ 	0.00005168	Sibiu, Romania
LUZ 	0.00005166	Lublin, Poland
GIB 	0.00005157	Gibraltar, Gibraltar
FEN 	0.00005154	Fernando De Noronha, Brazil
LYB 	0.00005152	Edward Bodden Airfield, Cayman Islands
SUN 	0.00005151	Friedman Mem, United States
JIQ 	0.00005150	Zhoubai, China
TUF 	0.00005148	Val De Loire, France
SKN 	0.00005148	Skagen, Norway
KLV 	0.00005141	Karlovy Vary, Czech Republic
WEI 	0.00005141	Weipa, Australia
MRX 	0.00005139	Mahshahr, Iran
HUY 	0.00005131	Humberside, United Kingdom
XBJ 	0.00005125	Birjand, Iran
RZR 	0.00005125	Ramsar, Iran
VKT 	0.00005119	Vorkuta Airport, Russia
IBR 	0.00005118	Hyakuri, Japan
HPH 	0.00005116	Cat Bi International Airport, Vietnam
DRO 	0.00005116	Durango La Plata Co, United States
TVS 	0.00005113	Sannvhe, China
WEF 	0.00005099	Weifang Airport, China
PPE 	0.00005081	Puerto Penasco, Mexico
JIK 	0.00005076	Ikaria, Greece
DLI 	0.00005075	Dalat, Vietnam
JIU 	0.00005075	Jiujiang Lushan Airport, China
MKM 	0.00005069	Mukah Airport, Malaysia
KIR 	0.00005068	Kerry, Ireland
SHP 	0.00005067	Shanhaiguan Airport, China
PSZ 	0.00005064	Tte De Av Salvador Ogaya G, Bolivia
JTY 	0.00005054	Astypalaia, Greece
YNG 	0.00005051	Youngstown Warren Rgnl, United States
MME 	0.00005041	Durham Tees Valley Airport, United Kingdom
BRM 	0.00005037	Barquisimeto Intl, Venezuela
NCU 	0.00005037	Nukus Airport, Uzbekistan
CXF 	0.00005037	Coldfoot Airport, United States
ZSA 	0.00005035	San Salvador, Bahamas
URJ 	0.00005032	Uraj, Russia
MGM 	0.00005031	Montgomery Regional Airport , United States
AQG 	0.00005030	Anqing Airport, China
TML 	0.00005029	Tamale, Ghana
MOI 	0.00005025	Mitiaro Island Airport, Cook Islands
MUK 	0.00005025	Mauke Airport, Cook Islands
MGS 	0.00005025	Mangaia Island Airport, Cook Islands
PED 	0.00005024	Pardubice, Czech Republic
YDQ 	0.00005021	Dawson Creek, Canada
PLO 	0.00005005	Port Lincoln Airport, Australia
HEA 	0.00005001	Herat, Afghanistan
CWA 	0.00004994	Central Wisconsin, United States
YXX 	0.00004993	Abbotsford, Canada
MJN 	0.00004988	Philibert Tsiranana, Madagascar
GRV 	0.00004986	Grozny Airport, Russia
TTQ 	0.00004986	Aerotortuguero Airport, Costa Rica
AGN 	0.00004973	Angoon Seaplane Base, United States
PEC 	0.00004973	Pelican Seaplane Base, United States
EVV 	0.00004971	Evansville Regional, United States
BKM 	0.00004969	Bakalalan Airport, Malaysia
RNB 	0.00004951	Ronneby, Sweden
KRL 	0.00004950	Korla Airport, China
YCL 	0.00004949	Charlo, Canada
PEU 	0.00004944	Puerto Lempira Airport, Honduras
PXM 	0.00004941	Puerto Escondido Intl, Mexico
BYO 	0.00004939	Bonito Airport, Brazil
AGS 	0.00004937	Augusta Rgnl At Bush Fld, United States
OAJ 	0.00004937	Albert J Ellis, United States
WJR 	0.00004930	Wajir, Kenya
YQG 	0.00004928	Windsor, Canada
NTX 	0.00004924	Ranai Airport, Indonesia
JOL 	0.00004922	Jolo Airport, Philippines
IKI 	0.00004906	Iki, Japan
WMR 	0.00004904	Avaratra, Madagascar
HAS 	0.00004900	Hail, Saudi Arabia
TIR 	0.00004894	Tirupati, India
ULK 	0.00004891	Lensk, Russia
SBY 	0.00004889	Salisbury Ocean City Wicomico Rgnl, United States
KSQ 	0.00004886	Karshi Khanabad Airport, Uzbekistan
NVI 	0.00004886	Navoi Airport, Uzbekistan
AZS 	0.00004870	Samaná El Catey International Airport, Dominican Republic
PPP 	0.00004868	Proserpine Whitsunday Coast, Australia
BDB 	0.00004868	Bundaberg, Australia
TJQ 	0.00004855	H As Hanandjoeddin, Indonesia
LLK 	0.00004851	Lankaran International Airport, Azerbaijan
TJU 	0.00004845	Kulob Airport, Tajikistan
GYA 	0.00004845	Capitán de Av. Emilio Beltrán Airport, Bolivia
BSK 	0.00004841	Biskra, Algeria
MMU 	0.00004841	Morristown Municipal Airport, United States
TST 	0.00004838	Trang, Thailand
NST 	0.00004838	Nakhon Si Thammarat, Thailand
KOP 	0.00004838	Nakhon Phanom, Thailand
SPI 	0.00004836	Abraham Lincoln Capital, United States
MOF 	0.00004836	Wai Oti, Indonesia
WGP 	0.00004836	Mau Hau, Indonesia
SXO 	0.00004834	Sao Felix do Araguaia Airport, Brazil
CKB 	0.00004832	Harrison Marion Regional Airport, United States
PPB 	0.00004830	Presidente Prudente, Brazil
CAC 	0.00004826	Cascavel, Brazil
CCM 	0.00004826	Forquilhinha, Brazil
ABS 	0.00004825	Abu Simbel, Egypt
VKG 	0.00004815	Rach Gia, Vietnam
MBT 	0.00004815	Masbate Airport, Philippines
SUG 	0.00004815	Surigao Airport, Philippines
LYR 	0.00004813	Longyear, Norway
GPI 	0.00004813	Juan Casiano, Colombia
PJA 	0.00004811	Pajala Airport, Sweden
ENY 	0.00004810	Yan'an Airport, China
LOH 	0.00004809	Camilo Ponce Enriquez Airport, Ecuador
ZSE 	0.00004807	St Pierre Pierrefonds, Reunion
CBO 	0.00004807	Cotabato, Philippines
RXS 	0.00004807	Roxas Airport, Philippines
TUG 	0.00004807	Tuguegarao Airport, Philippines
WNP 	0.00004807	Naga Airport, Philippines
VLS 	0.00004806	Valesdir Airport, Vanuatu
TGH 	0.00004806	Tongoa Island Airport, Vanuatu
LNB 	0.00004806	Lamen Bay Airport, Vanuatu
EAE 	0.00004806	Sangafa Airport, Vanuatu
YYL 	0.00004805	Lynn Lake, Canada
KSC 	0.00004803	Kosice, Slovakia
BUN 	0.00004801	Gerardo Tobar Lopez, Colombia
FLA 	0.00004801	Gustavo Artunduaga Paredes, Colombia
NVA 	0.00004801	Benito Salas, Colombia
SJE 	0.00004801	Jorge E Gonzalez Torres, Colombia
AUC 	0.00004801	Santiago Perez, Colombia
VUP 	0.00004801	Alfonso Lopez Pumarejo, Colombia
EYP 	0.00004801	El Alcaraván Airport, Colombia
TCZ 	0.00004799	Tengchong Tuofeng Airport, China
TNC 	0.00004799	Tin City LRRS Airport, United States
HRI 	0.00004796	Mattala Rajapaksa Intl., Sri Lanka
CEC 	0.00004791	Del Norte County Airport, United States
SNW 	0.00004788	Thandwe, Burma
LUW 	0.00004780	Bubung, Indonesia
MLG 	0.00004780	Abdul Rachman Saleh, Indonesia
TCQ 	0.00004773	Coronel Carlos Ciriani Santa Rosa Intl, Peru
AAN 	0.00004769	Al Ain International Airport, United Arab Emirates
LAQ 	0.00004769	La Abraq Airport, Libya
ITH 	0.00004766	Ithaca Tompkins Rgnl, United States
AXR 	0.00004765	Arutua, French Polynesia
HOI 	0.00004765	Hao, French Polynesia
ZTA 	0.00004765	Tureia Airport, French Polynesia
YPR 	0.00004764	Prince Rupert, Canada
MLX 	0.00004763	Erhac, Turkey
ERZ 	0.00004763	Erzurum, Turkey
KSY 	0.00004761	Kars Airport, Turkey
UKS 	0.00004761	Belbek Sevastopol International Airport, Ukraine
NAO 	0.00004757	Nanchong Airport, China
AXD 	0.00004752	Dimokritos, Greece
BHV 	0.00004747	Bahawalpur Airport, Pakistan
VST 	0.00004731	Vasteras, Sweden
PNA 	0.00004728	Pamplona, Spain
STW 	0.00004721	Shpakovskoye, Russia
JUZ 	0.00004720	Quzhou Airport, China
AVV 	0.00004720	Avalon, Australia
NLK 	0.00004720	Norfolk Island Intl, Norfolk Island
TMW 	0.00004720	Tamworth, Australia
HVB 	0.00004720	Hervey Bay Airport, Australia
LDH 	0.00004720	Lord Howe Island Airport, Australia
LQM 	0.00004720	Caucaya Airport, Colombia
YXC 	0.00004717	Canadian Rockies Intl, Canada
FRW 	0.00004715	Francistown, Botswana
OXB 	0.00004707	Osvaldo Vieira International Airport, Guinea-Bissau
DDG 	0.00004707	Dandong, China
RST 	0.00004704	Rochester, United States
AFA 	0.00004702	San Rafael, Argentina
CTC 	0.00004702	Catamarca, Argentina
SDE 	0.00004702	Santiago Del Estero, Argentina
IRJ 	0.00004702	La Rioja, Argentina
CNQ 	0.00004702	Corrientes, Argentina
RES 	0.00004702	Resistencia, Argentina
FMA 	0.00004702	Formosa, Argentina
PSS 	0.00004702	Posadas, Argentina
EQS 	0.00004702	Esquel, Argentina
VDM 	0.00004702	Gobernador Castello, Argentina
PMY 	0.00004702	El Tehuelche, Argentina
RGA 	0.00004702	Rio Grande, Argentina
CPC 	0.00004702	Aviador C Campos, Argentina
RHD 	0.00004702	Termal, Argentina
PUW 	0.00004691	Pullman-Moscow Rgnl, United States
RLK 	0.00004690	Bayannur, China
CME 	0.00004687	Ciudad Del Carmen Intl, Mexico
BQN 	0.00004684	Rafael Hernandez, Puerto Rico
OUL 	0.00004682	Oulu, Finland
HDG 	0.00004682	Hebei Handan Airport, China
MGB 	0.00004680	Mount Gambier Airport, Australia
MQM 	0.00004678	Mardin Airport, Turkey
EUX 	0.00004678	F D Roosevelt, Netherlands Antilles
DOY 	0.00004675	Dongying Airport, China
XIC 	0.00004675	Qingshan, China
YLC 	0.00004669	Kimmirut Airport, Canada
SDL 	0.00004652	Sundsvall Harnosand, Sweden
MJD 	0.00004652	Moenjodaro, Pakistan
UYL 	0.00004651	Nyala Airport, Sudan
EGN 	0.00004651	Geneina Airport, Sudan
BNI 	0.00004648	Benin, Nigeria
CBQ 	0.00004648	Calabar, Nigeria
ENU 	0.00004648	Enugu, Nigeria
QOW 	0.00004648	Imo Airport, Nigeria
QRW 	0.00004648	Warri Airport, Nigeria
OVS 	0.00004638	Sovetsky Tyumenskaya Airport, Russia
KKR 	0.00004638	Kaukura, French Polynesia
GRI 	0.00004638	Central Nebraska Regional Airport, United States
SNE 	0.00004637	Preguica, Cape Verde
WSN 	0.00004637	South Naknek Airport, United States
KJI 	0.00004637	Kanas Airport, China
JNZ 	0.00004635	Jinzhou Airport, China
GZP 	0.00004635	Gazipasa Airport, Turkey
UII 	0.00004628	Utila Airport, Honduras
VAS 	0.00004627	Sivas, Turkey
SDN 	0.00004627	Anda Airport, Norway
SLI 	0.00004626	Solwesi Airport, Zambia
KTE 	0.00004623	Kerteh, Malaysia
RLG 	0.00004618	Laage, Germany
EBJ 	0.00004618	Esbjerg, Denmark
NDB 	0.00004614	Nouadhibou, Mauritania
RSU 	0.00004597	Yeosu, South Korea
USN 	0.00004597	Ulsan, South Korea
KPO 	0.00004597	Pohang, South Korea
HYG 	0.00004591	Hydaburg Seaplane Base, United States
KPB 	0.00004591	Point Baker Seaplane Base, United States
KCC 	0.00004591	Coffman Cove Seaplane Base, United States
MWX 	0.00004589	Muan, South Korea
BWA 	0.00004589	Bhairahawa, Nepal
PKR 	0.00004589	Pokhara, Nepal
DHI 	0.00004589	Dhangarhi, Nepal
BHR 	0.00004589	Bharatpur Airport, Nepal
BDP 	0.00004589	Chandragadhi Airport, Nepal
KEP 	0.00004589	Nepalgunj Airport, Nepal
DGE 	0.00004585	Mudgee Airport, Australia
HIN 	0.00004580	Sacheon Air Base, South Korea
BSC 	0.00004580	Jose Celestino Mutis, Colombia
FBE 	0.00004580	Paulo Abdala Airport, Brazil
HYS 	0.00004574	Hays Regional Airport, United States
OAG 	0.00004572	Orange Airport, Australia
KUD 	0.00004555	Kudat Airport, Malaysia
LRM 	0.00004546	Casa De Campo Intl, Dominican Republic
YKF 	0.00004544	Waterloo, Canada
YRA 	0.00004544	Rae Lakes Airport, Canada
YSG 	0.00004544	Lutselk'e Airport, Canada
YLE 	0.00004544	Whatì Airport, Canada
HGA 	0.00004543	Egal Intl, Somalia
WMX 	0.00004541	Wamena, Indonesia
MKQ 	0.00004541	Mopah, Indonesia
YSJ 	0.00004540	Saint John, Canada
EPR 	0.00004536	Esperance Airport, Australia
ELM 	0.00004530	Elmira Corning Rgnl, United States
KBU 	0.00004527	Stagen Airport, Indonesia
DMU 	0.00004520	Dimapur Airport, India
ESU 	0.00004519	Mogador Airport, Morocco
SJZ 	0.00004518	Sao Jorge, Portugal
CFR 	0.00004512	Carpiquet, France
VIG 	0.00004508	Juan Pablo Pérez Alfonso Airport, Venezuela
PHS 	0.00004499	Phitsanulok, Thailand
NNT 	0.00004499	Nan, Thailand
MAQ 	0.00004499	Mae Sot Airport, Thailand
BXB 	0.00004486	Babo, Indonesia
UKX 	0.00004480	Ust-Kut, Russia
CIX 	0.00004479	Capt Jose A Quinones Gonzales Intl, Peru
AYP 	0.00004479	Coronel Fap Alfredo Mendivil Duarte, Peru
ANS 	0.00004479	Andahuaylas, Peru
TRU 	0.00004479	Capitan Carlos Martinez De Pinillos, Peru
CJA 	0.00004479	Mayor General FAP Armando Revoredo Iglesias Airport, Peru
HUU 	0.00004479	Alferez Fap David Figueroa Fernandini Airport, Peru
POJ 	0.00004476	Patos de Minas Airport, Brazil
CPR 	0.00004475	Natrona Co Intl, United States
TMS 	0.00004470	Sao Tome Intl, Sao Tome and Principe
PLX 	0.00004468	Semipalatinsk, Kazakhstan
AGF 	0.00004467	La Garenne, France
PLQ 	0.00004465	Palanga Intl, Lithuania
LGI 	0.00004464	Deadmans Cay, Bahamas
SML 	0.00004464	Stella Maris, Bahamas
CZS 	0.00004461	Cruzeiro do Sul, Brazil
LFT 	0.00004457	Lafayette Rgnl, United States
MLU 	0.00004457	Monroe Rgnl, United States
GRK 	0.00004457	Robert Gray Aaf, United States
AEX 	0.00004457	Alexandria Intl, United States
PXU 	0.00004455	Pleiku Airport, Vietnam
AVN 	0.00004453	Caumont, France
BLZ 	0.00004450	Chileka Intl, Malawi
AKY 	0.00004444	Sittwe, Burma
SZA 	0.00004440	Soyo, Angola
WBM 	0.00004430	Wapenamanda Airport, Papua New Guinea
MDU 	0.00004430	Mendi Airport, Papua New Guinea
YQF 	0.00004429	Red Deer Regional, Canada
AZO 	0.00004429	Kalamazoo, United States
LSE 	0.00004429	La Crosse Municipal, United States
MBS 	0.00004429	Mbs Intl, United States
LPP 	0.00004425	Lappeenranta, Finland
HDS 	0.00004424	Hoedspruit Afb, South Africa
KIM 	0.00004424	Kimberley, South Africa
UTN 	0.00004424	Upington, South Africa
HEK 	0.00004417	Heihe Airport, China
JGD 	0.00004417	Jiagedaqi Airport, China
EUN 	0.00004415	Hassan I Airport, Western Sahara
CXB 	0.00004414	Coxs Bazar, Bangladesh
JSR 	0.00004414	Jessore, Bangladesh
IQN 	0.00004412	Qingyang Airport, China
FNI 	0.00004396	Garons, France
MMH 	0.00004396	Mammoth Yosemite Airport, United States
YTM 	0.00004393	Riviere Rouge - Mont-Tremblant International Inc. Airport, Canada
SMX 	0.00004391	Santa Maria Pub Cpt G Allan Hancock Airport, United States
EWN 	0.00004389	Craven Co Rgnl, United States
HMI 	0.00004387	Hami Airport, China
YGJ 	0.00004384	Yonago Kitaro, Japan
AAX 	0.00004383	Araxa Airport, Brazil
NQU 	0.00004379	Reyes Murillo Airport, Colombia
DNR 	0.00004372	Pleurtuit, France
ABT 	0.00004371	Al Baha, Saudi Arabia
BHH 	0.00004371	Bisha, Saudi Arabia
EAM 	0.00004371	Nejran, Saudi Arabia
ULV 	0.00004357	Barataevka, Russia
JLR 	0.00004356	Jabalpur, India
STV 	0.00004356	Surat, India
HHH 	0.00004356	Hilton Head, United States
BCM 	0.00004355	Bacau, Romania
RCH 	0.00004344	Almirante Padilla, Colombia
NOZ 	0.00004333	Spichenkovo Airport, Russia
RAJ 	0.00004325	Rajkot, India
SMA 	0.00004324	Santa Maria, Portugal
RJA 	0.00004324	Rajahmundry, India
ERI 	0.00004319	Erie Intl Tom Ridge Fld, United States
ABA 	0.00004313	Abakan, Russia
EWB 	0.00004312	New Bedford Regional Airport, United States
SBP 	0.00004311	San Luis County Regional Airport, United States
BNS 	0.00004308	Barinas, Venezuela
XCR 	0.00004306	Vatry, France
AZN 	0.00004285	Andizhan Airport, Uzbekistan
BMO 	0.00004285	Banmaw Airport, Burma
KMV 	0.00004285	Kalay Airport, Myanmar
BGM 	0.00004278	Greater Binghamton Edwin A Link Fld, United States
SCE 	0.00004278	University Park Airport, United States
AXM 	0.00004278	El Eden, Colombia
BCA 	0.00004273	Gustavo Rizo, Cuba
BYM 	0.00004273	Carlos Manuel De Cespedes, Cuba
MOA 	0.00004273	Orestes Acosta, Cuba
MZO 	0.00004273	Sierra Maestra, Cuba
CIW 	0.00004265	Canouan, Saint Vincent and the Grenadines
HJJ 	0.00004254	Zhijiang Airport, China
BHB 	0.00004252	Hancock County - Bar Harbor, United States
JXA 	0.00004241	Jixi Airport, China
ERC 	0.00004238	Erzincan, Turkey
BAL 	0.00004238	Batman, Turkey
MSR 	0.00004238	Mus Airport, Turkey
IGD 	0.00004238	Igdir, Turkey
ZHY 	0.00004237	Zhongwei Xiangshan Airport, China
KLU 	0.00004235	Woerthersee International Airport, Austria
SCT 	0.00004213	Socotra Intl, Yemen
MQF 	0.00004211	Magnitogorsk, Russia
BEB 	0.00004210	Benbecula, United Kingdom
LUV 	0.00004208	Dumatubun Airport, Indonesia
MPN 	0.00004206	Mount Pleasant, Falkland Islands
TOD 	0.00004196	Pulau Tioman, Malaysia
RDN 	0.00004196	Redang, Malaysia
UIP 	0.00004196	Pluguffan, France
LYP 	0.00004192	Faisalabad Intl, Pakistan
DEA 	0.00004192	Dera Ghazi Khan Airport, Pakistan
UBJ 	0.00004186	Yamaguchi Ube, Japan
TKS 	0.00004186	Tokushima, Japan
AKK 	0.00004184	Akhiok Airport, United States
KLN 	0.00004184	Larsen Bay Airport, United States
AOS 	0.00004184	Amook Bay Seaplane Base, United States
BDH 	0.00004181	Bandar Lengeh, Iran
ASJ 	0.00004170	Amami, Japan
GAJ 	0.00004170	Yamagata, Japan
MSJ 	0.00004170	Misawa Ab, Japan
IWJ 	0.00004170	Iwami Airport, Japan
YAP 	0.00004161	Yap Intl, Micronesia
HGN 	0.00004160	Mae Hong Son, Thailand
KIS 	0.00004148	Kisumu, Kenya
CSH 	0.00004138	Solovki Airport, Russia
KSZ 	0.00004138	Kotlas Airport, Russia
LDG 	0.00004138	Leshukonskoye Airport, Russia
UYU 	0.00004132	Uyuni Airport, Bolivia
ILI 	0.00004132	Iliamna, United States
ADK 	0.00004132	Adak Airport, United States
EBU 	0.00004131	Boutheon, France
AKU 	0.00004128	Aksu Airport, China
KCA 	0.00004128	Kuqa Airport, China
AAY 	0.00004121	Al Ghaidah Intl, Yemen
TPQ 	0.00004109	Tepic, Mexico
CLQ 	0.00004109	Colima, Mexico
LMN 	0.00004092	Limbang, Malaysia
KZR 	0.00004090	Zafer, Turkey
TKD 	0.00004084	Takoradi, Ghana
LWT 	0.00004084	Lewistown Municipal Airport, United States
PAG 	0.00004083	Pagadian, Philippines
CRM 	0.00004076	Catarman National Airport, Philippines
CYP 	0.00004076	Calbayog Airport, Philippines
BSO 	0.00004076	Basco Airport, Philippines
CPE 	0.00004065	Ingeniero Alberto Acuna Ongay Intl, Mexico
MAM 	0.00004065	General Servando Canales Intl, Mexico
AQJ 	0.00004064	Aqaba King Hussein Intl, Jordan
PBP 	0.00004059	Islita Airport, Costa Rica
PVU 	0.00004040	Provo Municipal Airport, United States
TMT 	0.00004038	Trombetas, Brazil
SDG 	0.00004032	Sanandaj, Iran
AFZ 	0.00004032	Sabzevar National Airport, Iran
BJB 	0.00004032	Bojnourd Airport, Iran
BXR 	0.00004032	Bam Airport, Iran
KHD 	0.00004032	Khoram Abad Airport, Iran
PFQ 	0.00004032	Parsabade Moghan Airport, Iran
IIL 	0.00004032	Ilam Airport, Iran
ACP 	0.00004032	Sahand Airport, Iran
YES 	0.00004032	Yasuj Airport, Iran
MNX 	0.00004029	Manicore, Brazil
PIN 	0.00004029	Julio Belem Airport, Brazil
IRZ 	0.00004029	Tapuruquara Airport, Brazil
OWB 	0.00004026	Owensboro Daviess County Airport, United States
BSG 	0.00004026	Bata, Equatorial Guinea
TNJ 	0.00004023	Kijang, Indonesia
SHB 	0.00004022	Nakashibetsu, Japan
WKJ 	0.00004022	Wakkanai, Japan
TZA 	0.00004020	Belize City Municipal Airport, Belize
CYC 	0.00004020	Caye Chapel Airport, Belize
DGA 	0.00004020	Dangriga Airport, Belize
NVK 	0.00004011	Framnes, Norway
VIL 	0.00004007	Dakhla Airport, Western Sahara
UEO 	0.00004003	Kumejima, Japan
YCD 	0.00004000	Nanaimo, Canada
YCG 	0.00004000	Castlegar, Canada
MLW 	0.00003999	Monrovia Spriggs Payne, Liberia
TIU 	0.00003998	Timaru, New Zealand
WSZ 	0.00003998	Westport, New Zealand
MNI 	0.00003988	John A. Osborne Airport, Montserrat
CND 	0.00003987	Mihail Kogalniceanu, Romania
LEN 	0.00003985	Leon Airport, Spain
UPN 	0.00003977	Licenciado Y Gen Ignacio Lopez Rayon, Mexico
BJI 	0.00003974	Bemidji Regional Airport, United States
HGR 	0.00003974	Hagerstown Regional Richard A Henson Field, United States
GJA 	0.00003969	Guanaja, Honduras
HNM 	0.00003964	Hana, United States
KIT 	0.00003961	Kithira, Greece
RYK 	0.00003957	Sheikh Zayed, Pakistan
ACH 	0.00003954	St Gallen Altenrhein, Switzerland
SYM 	0.00003944	Simao Airport, China
SGU 	0.00003938	St George Muni, United States
COD 	0.00003938	Yellowstone Rgnl, United States
LEB 	0.00003935	Lebanon Municipal Airport, United States
PVC 	0.00003935	Provincetown Muni, United States
OSD 	0.00003928	Östersund Airport, Sweden
UTP 	0.00003924	U Taphao Intl, Thailand
HDN 	0.00003920	Yampa Valley, United States
GUC 	0.00003920	Gunnison - Crested Butte, United States
FTU 	0.00003914	Tolagnaro, Madagascar
BMD 	0.00003914	Belo sur Tsiribihina Airport, Madagascar
KUV 	0.00003913	Kunsan Air Base, South Korea
CRA 	0.00003908	Craiova, Romania
PVA 	0.00003904	El Embrujo, Colombia
CHG 	0.00003893	Chaoyang Airport, China
EAS 	0.00003892	San Sebastian, Spain
DEB 	0.00003892	Debrecen, Hungary
CAJ 	0.00003892	Canaima, Venezuela
TRW 	0.00003884	Bonriki Intl, Kiribati
RTA 	0.00003884	Rotuma Airport, Fiji
FNJ 	0.00003883	Pyongyang Intl, Korea
IBA 	0.00003882	Ibadan, Nigeria
ILR 	0.00003882	Ilorin, Nigeria
MIU 	0.00003882	Maiduguri, Nigeria
SKO 	0.00003882	Sadiq Abubakar Iii Intl, Nigeria
YOL 	0.00003882	Yola, Nigeria
CJL 	0.00003877	Chitral Airport, Pakistan
ABM 	0.00003877	Bamaga Injinoo, Australia
HID 	0.00003877	Horn Island Airport, Australia
LCH 	0.00003876	Lake Charles Rgnl, United States
CLL 	0.00003876	Easterwood Fld, United States
BRO 	0.00003876	Brownsville South Padre Island Intl, United States
TYR 	0.00003876	Tyler Pounds Rgnl, United States
TEN 	0.00003875	Tongren, China
VDH 	0.00003873	Dong Hoi, Vietnam
VCL 	0.00003873	Chu Lai, Vietnam
TBB 	0.00003873	Dong Tac, Vietnam
UIH 	0.00003873	Phu Cat Airport, Vietnam
VSG 	0.00003872	Luhansk International Airport, Ukraine
OZH 	0.00003872	Zaporizhzhia International Airport, Ukraine
KWG 	0.00003872	Lozuvatka International Airport, Ukraine
IPL 	0.00003872	Imperial Co, United States
DMB 	0.00003867	Taraz, Kazakhstan
PPK 	0.00003867	Petropavlosk South Airport, Kazakhstan
DZN 	0.00003867	Zhezkazgan Airport, Kazakhstan
VXO 	0.00003866	Kronoberg, Sweden
APN 	0.00003864	Alpena County Regional Airport, United States
KKE 	0.00003849	Kerikeri, New Zealand
KAT 	0.00003849	Kaitaia, New Zealand
MRO 	0.00003849	Masterton, New Zealand
PPQ 	0.00003849	Paraparaumu, New Zealand
WHK 	0.00003849	Whakatane, New Zealand
